KEY;PARENT_KEY;ROOT_KEY;TO Stop Key;Successor;Stage Type;Stage Category;Error on Node Instance;Decimal Value;Duration;Means of Transport;Transportation Mode;Transportation Mode Category;Not Relevant for Planning;Relevant for ADR DG Exemption;No ADR Exemption;Planning Block;Execution Block;Predecessor Doc. Block;Predecessor Doc. Block;Shipping Type;MTr from Transportation Proposal;Carrier Party BP GUID;Carrier;SCAC;Airline Code;AWB Prefix;Transportation Mode;Transportation Mode Category;Preferred Equipment Group;Preferred Equipment Type;Plan. and Exec. Org.;Plan. and Exec. Group;Agrmt Prtnr Function;Role Code of Other Agreement Party;Voyage;Airline Code/Flight Number;Vessel;IMO Ship Identification Number;Country/Region Key;Schedule Key;Aircraft Type;Flight Number;Space Allocation Action Code;Space Allocation Advice Code;Origin of Entry;Allotment ID;Successor Category of Stop;Order Relationship;Person Responsible;Planning Status;Organization Interaction Status;Org. Interaction Requested By;Rejection Reason Code;Customs Activity;Business Partner;Invoicing Carrier;SCAC;Stage Invoicing Carrier Level;Agreement;Agreement Item No.;NodeID;NodeID;Bill-To Party;Bill-To Party;External Reference Number;Company Code Paying the Trp. Service;Company Org. Paying the Trp. Service;External Planning Relevance;Maximum Utilization;Maximum Utilization;Maximum Utilization;Maximum Utilization;Maximum Utilization;Driver Assignment Status;Calculated CO₂ Emissions;Calculated CO₂ Emissions UoM;Allocation Method for CO₂ Emissions;Dummy function in length 1;Lenkzeitpause;Data Aging Filter,
005056AB7BFC1FD0B08E9D222B289A15;005056AB7BFC1FD0B08E9D222B24FA15;005056AB7BFC1FD0B08E9D222B285A15;005056AB7BFC1FD0B08E9D222B287A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
005056AB7BFC1FD0B08E9D222B28BA15;005056AB7BFC1FD0B08E9D222B24FA15;005056AB7BFC1FD0B08E9D222B27FA15;005056AB7BFC1FD0B08E9D222B285A15;70;;;;0.075386;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;6.00;Mrz 16;6.00;0;0;N;0.00003793106105;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B28FA15;005056AB7BFC1FD0B08E9D222B24FA15;005056AB7BFC1FD0B08E9D222B287A15;005056AB7BFC1FD0B08E9D222B28DA15;80;;;;2.012.828;00:01;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0.001006414;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B29BA15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B297A15;005056AB7BFC1FD0B08E9D222B299A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
005056AB7BFC1FD0B08E9D222B29DA15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B295A15;005056AB7BFC1FD0B08E9D222B297A15;10;;;;0.218610;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;97.00;43.68;97.00;0;0;N;0.00011885480526;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2A3A15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B29FA15;005056AB7BFC1FD0B08E9D222B2A1A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
005056AB7BFC1FD0B08E9D222B2A5A15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B299A15;005056AB7BFC1FD0B08E9D222B29FA15;20;;;;0.406846;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;88.00;41.84;88.00;0;0;N;0.00022044629316;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2ABA15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2A7A15;005056AB7BFC1FD0B08E9D222B2A9A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
005056AB7BFC1FD0B08E9D222B2ADA15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2A1A15;005056AB7BFC1FD0B08E9D222B2A7A15;30;;;;0.252713;;;01;1;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;L;01;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;76.00;37.72;76.00;0;0;N;0.00013588865702;KG;DIST_WT;;;,
005056AB7BFC1FD0B08E9D222B2B3A15;005056AB7BFC1FD0B08E9D222B291A15;005056AB7BFC1FD0B08E9D222B2AFA15;005056AB7BFC1FD0B08E9D222B2B1A15;;;;;0;;;01;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;00000000000000000000000000000000;;;;;;;I;03;;U;;;;;;;;;;0;00000000000000000000000000000000;00000000000000000000000000000000;;;;;0;;0;0;0;0;0;N;0;;;;;,
