KEY;PARENT_KEY;Stop;Stop Category;Location;Location;UN Location Code;IATA: Location;Location;TO Stop Key;Stop with Sub-Stops;Type of Substop;Error on Node Instance;Acceptable Start at Stop;Requested Start at Stop;Requested End at Stop;Acceptable End at Stop;Origin of Entry;Transportation Planning Date;Role of the Stop;Stop Origin;Stop Position in Transp. Stop Sequence;Current Stop of Execution;Automatic Planning;Timestamp for Stop Selection;Appointment Start Date/Time;Appointment End Date/Time;Confirmed Start;Confirmed End;Preparation Start Date/Time at Stop;Preparation End Date/Time at Stop;Finalization Start Date/Time at Stop;Finalization End Date/Time at Stop;Calculation Base for PU/Deliv. Windows;Fixing of Stops;Handling Execution Status at Stop Level;Aggregated Loading/Unloading Start;Aggregated Loading/Unloading End;Aggregated Coupling/Uncoupling Start;Aggregated Coupling/Uncoupling End;Cargo Cut-Off Date/Time;Document Cut-Off Date/Time;Cust. Doc. Cut-Off Date/Time;DG Doc. Cut-Off Date/Time;Origin of Entry;VGM Cut-Off Date/Time Given by Carrier;Port of Entry;Port of Exit;EWM Integration Relevance;Transm.-to-EWM Status on Stop Level;Unload/Load Plan Status on Stop Level;Next Warehouse-Relevant Stop;Loading/Unloading Point;Loading/Unloading Point UUID;Stop Relevance for Advanced SR;Stop Origin;Warehouse Category;Warehouse Number;Warehouse Door;Warehouse Door Status;Execution Block;Predecessor Doc. Block;TO Stop Key;TO Item Key;Transportation Planning Date;Transportation Planning Date;Duration;Integer Value;Key of Handling Resource;Capacity Consumption;Stop Assignment Category;Multi-Stop Assignment;Location Key in Voyage;Schedule Reference Information;Referenced Data Status;Departure Key in FO Schedule;Schedule Location Key;Referenced Data Status;Schedule Key;TR Stop;Acceptable Start at Stop;Requested Start at Stop;Requested End at Stop;Acceptable End at Stop;PUDL Window Rule;Dummy function in length 1;Transportation Zone;Boolean;Stop Typ;Home Location;Data Aging Filter,
005056AB7BFC1FD0AFF7D6AD280FBA14;005056AB7BFC1FD0AFF7D6AD280F7A14;10;O;SP_HBAB;SP_HBAB;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;F;N;;2,02511E+13;0;0;0;0;0;0;0;0;;;;2,02511E+13;2,02511E+13;0;0;0;0;0;0;;0;;;;;00;L;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD280FDA14;005056AB7BFC1FD0AFF7D6AD280F7A14;20;I;948;948;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;2,02511E+13;2,02511E+13;0;0;0;0;0;0;;0;;;;;00;U;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD280FFA14;005056AB7BFC1FD0AFF7D6AD280F7A14;30;O;948;948;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;0;;;;;00;;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD28105A14;005056AB7BFC1FD0AFF7D6AD280F7A14;40;I;704;704;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;2,02511E+13;2,02511E+13;0;0;0;0;0;0;;0;;;;;00;;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD28107A14;005056AB7BFC1FD0AFF7D6AD280F7A14;50;O;704;704;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;0;;;;;00;;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD2810DA14;005056AB7BFC1FD0AFF7D6AD280F7A14;60;I;1018;1018;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;2,02511E+13;2,02511E+13;0;0;0;0;0;0;;0;;;;;00;;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD2810FA14;005056AB7BFC1FD0AFF7D6AD280F7A14;70;O;1018;1018;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;0;;;;;00;;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD28115A14;005056AB7BFC1FD0AFF7D6AD280F7A14;80;I;717;717;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;2,02511E+13;2,02511E+13;0;0;0;0;0;0;;0;;;;;00;;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD28117A14;005056AB7BFC1FD0AFF7D6AD280F7A14;90;O;717;717;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;0;;;;;00;;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
005056AB7BFC1FD0AFF7D6AD2811DA14;005056AB7BFC1FD0AFF7D6AD280F7A14;100;I;509;509;;;;00000000000000000000000000000000;;;;0;0;0;0;;2,02511E+13;;;I;;;2,02511E+13;0;0;0;0;0;0;0;0;;;;2,02511E+13;2,02511E+13;0;0;0;0;0;0;;0;;;;;00;;;;;;;;;;;;00000000000000000000000000000000;00000000000000000000000000000000;0;0;;0;;0;;;00000000000000000000000000000000;;X;00000000000000000000000000000000;00000000000000000000000000000000;;00000000000000000000000000000000;;0;0;0;0;;;;;;;,
