"NodeID";"NodeID";"NodeID";"TO Stop Key";"Successor";"Stage Type";"Stage Category";"Error on Node Instance";"Decimal Value";"Duration";"Means of Transport";"Transportation Mode";"Transportation Mode Category";"Not Relevant for Planning";"Relevant for ADR DG Exemption";"No ADR Exemption";"Planning Block";"Execution Block";"Predecessor Doc. Block";"Predecessor Doc. Block";"Shipping Type";"MTr from Transportation Proposal";"Carrier Party BP GUID";"Carrier";"SCAC";"Airline Code";"AWB Prefix";"Transportation Mode";"Transportation Mode Category";"Preferred Equipment Group";"Preferred Equipment Type";"Plan. and Exec. Org.";"Plan. and Exec. Group";"Agrmt Prtnr Function";"Role Code of Other Agreement Party";"Voyage";"Airline Code/Flight Number";"Vessel";"IMO Ship Identification Number";"Country/Region Key";"Schedule Key";"Aircraft Type";"Flight Number";"Space Allocation Action Code";"Space Allocation Advice Code";"Origin of Entry";"Allotment ID";"Successor Category of Stop";"Order Relationship";"Person Responsible";"Planning Status";"Organization Interaction Status";"Org. Interaction Requested By";"Rejection Reason Code";"Customs Activity";"Business Partner";"Invoicing Carrier";"SCAC";"Stage Invoicing Carrier Level";"Agreement";"Agreement Item No.";"NodeID";"NodeID";"Bill-To Party";"Bill-To Party";"External Reference Number";"Company Code Paying the Trp. Service";"Company Org. Paying the Trp. Service";"External Planning Relevance";"Maximum Utilization";"Maximum Utilization";"Maximum Utilization";"Maximum Utilization";"Maximum Utilization";"Driver Assignment Status";"Calculated CO₂ Emissions";"Calculated CO₂ Emissions UoM";"Allocation Method for CO₂ Emissions";"Dummy function in length 1";"Lenkzeitpause";"Data Aging Filter";
"005056AB7BFC1FD0AFCFBD935F53DA14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F531A14";"005056AB7BFC1FD0AFCFBD935F537A14";"70";"";"";"";"13.698398";"0:09";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"167.00";"52.72";"167.00";"0";"0";"N";"3.30996553778947";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F543A14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F53FA14";"005056AB7BFC1FD0AFCFBD935F541A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F545A14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F539A14";"005056AB7BFC1FD0AFCFBD935F53FA14";"80";"";"";"";"1.660743";"0:01";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"146.00";"46.23";"146.00";"0";"0";"N";"0.39481979636842";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F54BA14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F547A14";"005056AB7BFC1FD0AFCFBD935F549A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F54DA14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F541A14";"005056AB7BFC1FD0AFCFBD935F547A14";"90";"";"";"";"1.542842";"0:01";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"118.00";"38.68";"118.00";"0";"0";"N";"0.35980699484211";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F553A14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F54FA14";"005056AB7BFC1FD0AFCFBD935F551A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F555A14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F549A14";"005056AB7BFC1FD0AFCFBD935F54FA14";"100";"";"";"";"6.154067";"0:04";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"93.00";"31.58";"93.00";"0";"0";"N";"1.40895744473684";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F55BA14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F557A14";"005056AB7BFC1FD0AFCFBD935F559A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F55DA14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F551A14";"005056AB7BFC1FD0AFCFBD935F557A14";"110";"";"";"";"2.563557";"0:01";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"72.00";"24.56";"72.00";"0";"0";"N";"0.57612570473684";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F563A14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F55FA14";"005056AB7BFC1FD0AFCFBD935F561A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F565A14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F559A14";"005056AB7BFC1FD0AFCFBD935F55FA14";"120";"";"";"";"3.751707";"0:02";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"48.00";"19.30";"48.00";"0";"0";"N";"0.83129928789474";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F56BA14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F567A14";"005056AB7BFC1FD0AFCFBD935F569A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F56DA14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F561A14";"005056AB7BFC1FD0AFCFBD935F567A14";"130";"";"";"";"10.899675";"0:07";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"25.00";"12.98";"25.00";"0";"0";"N";"2.37383448157895";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F571A14";"005056AB7BFC1FD0AFCFBD935F501A14";"005056AB7BFC1FD0AFCFBD935F569A14";"005056AB7BFC1FD0AFCFBD935F56FA14";"140";"";"";"";"21.015166";"0:14";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"4.41318486";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F57DA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F579A14";"005056AB7BFC1FD0AFCFBD935F57BA14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F57FA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F577A14";"005056AB7BFC1FD0AFCFBD935F579A14";"10";"";"";"";"36.527701";"0:24";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"201.00";"92.11";"201.00";"0";"0";"N";"9.68945331789474";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F585A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F581A14";"005056AB7BFC1FD0AFCFBD935F583A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F587A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F57BA14";"005056AB7BFC1FD0AFCFBD935F581A14";"20";"";"";"";"0.377053";"";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"189.00";"89.30";"189.00";"0";"0";"N";"0.09938323284211";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F58DA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F589A14";"005056AB7BFC1FD0AFCFBD935F58BA14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F58FA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F583A14";"005056AB7BFC1FD0AFCFBD935F589A14";"30";"";"";"";"1.874396";"0:01";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"171.00";"81.67";"171.00";"0";"0";"N";"0.485468564";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F595A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F591A14";"005056AB7BFC1FD0AFCFBD935F593A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F597A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F58BA14";"005056AB7BFC1FD0AFCFBD935F591A14";"40";"";"";"";"1.033716";"";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"151.00";"72.63";"151.00";"0";"0";"N";"0.26212861515789";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F59DA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F599A14";"005056AB7BFC1FD0AFCFBD935F59BA14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F59FA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F593A14";"005056AB7BFC1FD0AFCFBD935F599A14";"50";"";"";"";"1.500105";"0:01";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"120.00";"60.53";"120.00";"0";"0";"N";"0.36949954736842";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5A5A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5A1A14";"005056AB7BFC1FD0AFCFBD935F5A3A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5A7A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F59BA14";"005056AB7BFC1FD0AFCFBD935F5A1A14";"60";"";"";"";"3.834294";"0:02";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"106.00";"54.30";"106.00";"0";"0";"N";"0.93011900242105";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5ADA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5A9A14";"005056AB7BFC1FD0AFCFBD935F5ABA14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5AFA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5A3A14";"005056AB7BFC1FD0AFCFBD935F5A9A14";"70";"";"";"";"0";"";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"98.00";"48.68";"98.00";"0";"0";"N";"0";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5B5A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5B1A14";"005056AB7BFC1FD0AFCFBD935F5B3A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5B7A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5ABA14";"005056AB7BFC1FD0AFCFBD935F5B1A14";"80";"";"";"";"5.251009";"0:03";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"83.00";"38.86";"83.00";"0";"0";"N";"1.22514331036842";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5BDA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5B9A14";"005056AB7BFC1FD0AFCFBD935F5BBA14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5BFA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5B3A14";"005056AB7BFC1FD0AFCFBD935F5B9A14";"90";"";"";"";"3.616486";"0:02";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"67.00";"36.32";"67.00";"0";"0";"N";"0.83826338652632";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5C5A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5C1A14";"005056AB7BFC1FD0AFCFBD935F5C3A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5C7A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5BBA14";"005056AB7BFC1FD0AFCFBD935F5C1A14";"100";"";"";"";"0.338965";"";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"41.00";"26.84";"41.00";"0";"0";"N";"0.07664177052632";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5CDA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5C9A14";"005056AB7BFC1FD0AFCFBD935F5CBA14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5CFA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5C3A14";"005056AB7BFC1FD0AFCFBD935F5C9A14";"110";"";"";"";"0.659027";"";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"36.00";"23.33";"36.00";"0";"0";"N";"0.147622048";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5D5A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5D1A14";"005056AB7BFC1FD0AFCFBD935F5D3A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5D7A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5CBA14";"005056AB7BFC1FD0AFCFBD935F5D1A14";"120";"";"";"";"1.981949";"0:01";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"26.00";"18.95";"26.00";"0";"0";"N";"0.43874092073684";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5DDA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5D9A14";"005056AB7BFC1FD0AFCFBD935F5DBA14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5DFA14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5D3A14";"005056AB7BFC1FD0AFCFBD935F5D9A14";"130";"";"";"";"8.872402";"0:05";"";"01";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"L";"01";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"15.00";"14.56";"15.00";"0";"0";"N";"1.94072119536842";"KG";"DIST_WT";"";"";"";
"005056AB7BFC1FD0AFCFBD935F5E5A14";"005056AB7BFC1FD0AFCFBD935F573A14";"005056AB7BFC1FD0AFCFBD935F5E1A14";"005056AB7BFC1FD0AFCFBD935F5E3A14";"";"";"";"";"0";"";"";"01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"";"";"";"";"";"";"";"00000000000000000000000000000000";"";"";"";"";"";"";"I";"03";"";"U";"";"";"";"";"";"";"";"";"";"0";"00000000000000000000000000000000";"00000000000000000000000000000000";"";"";"";"";"0";"";"0";"0";"0";"0";"0";"N";"0";"";"";"";"";"";
